gPlusPlaceId,rate,reviewTime,visitTime,price
100721230812016004669,4.0,11.0,1,2
108151944829014967518,2.0,13.0,1,2
111692046407303498000,3.0,12.0,1,2
101927777341377244703,5.0,11.0,1,2
118347552555937473312,4.0,11.0,1,2
111475043882724255714,4.5,13.0,2,2
107524351415335519430,3.0,13.0,1,2
110409843584389073817,2.5,11.5,2,1
102716639978750692861,2.0,13.0,1,2
110059310732483748759,2.0,13.0,1,3
118154711467938964807,5.0,13.0,1,2
103368050446542846864,1.5,13.5,2,2
108504553905044323116,5.0,14.0,1,2
105054642860205685906,4.0,12.0,1,2
106145652022070181146,5.0,13.0,1,2
108154661499170857828,4.5,13.0,4,3
103231191942362728218,4.5,13.5,2,2
111107164395240482010,5.0,14.0,1,2
112158661817437230817,4.166666666666667,12.0,6,2
101817152854999803191,2.0,13.0,1,3
107559899307687228968,4.0,13.0,1,2
110392120817286882457,5.0,12.5,2,3
100249767611054322403,4.0,14.0,1,1
103758419819272636104,4.0,14.0,1,2
105359093134839347161,2.0,14.0,1,3
106117297855985153890,3.0,13.0,2,3
110419485671613997511,4.0,14.0,1,1
114776145067141353622,5.0,14.0,1,2
115951295698525928005,3.0,14.0,1,2
117795292059072500456,5.0,14.0,1,2
115311456572128832047,5.0,13.0,1,2
106342540248422795955,5.0,13.0,1,2
104193926065393216308,4.0,12.5,2,3
109576137779058854296,1.0,11.0,1,3
110069551013568581784,4.0,12.0,1,2
110886638568887210120,5.0,11.0,1,2
112766693649444715521,4.0,12.0,1,3
115878805606265189562,4.0,11.0,1,2
117217812718961116684,4.0,11.0,1,2
117836415842974917250,2.0,11.0,1,2
118014854577753235996,5.0,11.0,1,2
110563757657552514725,5.0,11.0,1,2
100065149333726746775,3.3333333333333335,4.333333333333333,3,1
100235197286648312487,3.0,13.0,1,2
100798582544994286754,4.0,12.0,1,2
100883346765712005224,4.0,12.0,2,1
100907912696841190282,3.0,13.0,1,2
100915468443075808197,4.0,11.5,2,3
101533375615193559679,3.6666666666666665,12.0,3,2
102137805988171406731,3.5,13.0,2,2
102451383563802543262,4.0,12.5,2,2
103177550968460932826,3.3333333333333335,11.666666666666666,3,2
104155903624194246212,4.0,12.0,1,2
105190590990270777447,4.0,11.0,2,3
105798594966466990880,3.0,10.0,4,2
106011022209823692563,4.0,13.0,1,2
106316674666698104604,5.0,11.0,1,3
106458231368572465997,4.0,13.0,1,1
106952396782133386434,4.0,11.0,1,1
107082168678720391992,3.0,13.0,1,2
107390495721850699083,4.0,11.0,1,2
107993798087865541280,4.0,11.5,2,2
108033579024911442153,4.0,12.0,1,2
108620194473550058737,3.0,12.0,1,3
108832974687794462920,3.0,13.0,1,3
108861883070751941438,4.25,12.0,4,2
109560396332347104559,3.5,13.0,4,2
110461289232176666681,4.0,11.0,1,2
110570442781935936873,4.0,11.0,1,2
111321353497801165227,4.428571428571429,11.857142857142858,7,2
111780618489228177586,4.5,13.0,2,1
112913294977328026472,5.0,11.0,1,2
112919491580774305174,4.0,12.0,1,2
113522936515401954651,3.6666666666666665,12.0,3,2
114107074926380908529,4.0,12.0,1,2
114723091230677265214,3.0,11.0,1,2
115028422154879038159,3.0,11.666666666666666,3,2
115189124266262117093,3.3333333333333335,12.0,3,3
115659385392854661081,3.0,12.0,1,3
115826619991295015017,4.0,11.0,1,2
116192867767493921666,4.0,12.5,2,2
116832861851892589852,3.0,11.0,1,2
116918742479991191969,3.3333333333333335,10.833333333333334,6,2
117163676972789937856,4.0,13.0,1,2
117612240498452823541,4.75,12.75,4,1
117707117912565528596,3.0,13.0,1,2
117733833051824444060,4.25,11.5,4,2
118190518260090678870,3.6666666666666665,11.333333333333334,3,1
118282468107533448796,4.25,10.75,4,2
118363129707677817622,4.0,11.0,1,1
100728403249630601775,5.0,11.0,1,2
101886061273727537585,5.0,12.0,1,3
116811532991694462708,4.0,12.0,1,3
117012617161552008579,3.5,12.0,2,3
103134184309946733358,5.0,13.0,1,3
115923540166457745786,4.0,12.0,1,2
113526721667019703161,4.0,12.0,1,2
111027932075150391192,5.0,11.0,1,2
113966003207714319397,5.0,13.0,1,3
103807431557309351491,5.0,14.0,1,2
110479578346593128195,5.0,13.0,1,2
108394836336955094840,5.0,11.0,1,2
108426216255767275534,4.666666666666667,12.333333333333334,3,2
110804057675616009924,4.0,11.0,1,2
117585738543465012352,3.6666666666666665,11.666666666666666,3,2
104420927789013475168,3.0,12.0,1,2
100120826059144809695,3.5,12.0,2,2
112839042401678672049,2.0,13.0,1,2
115194115465232888158,3.0,14.0,1,1
108980049399829985913,5.0,13.0,2,2
102547808282663852545,5.0,13.0,1,2
105284265104888789521,5.0,12.0,1,3
104334719979648928804,2.0,13.0,1,2
105382917598553658752,5.0,12.0,1,3
111321878498798311011,5.0,11.5,2,1
107394924277566682864,5.0,13.0,1,2
100213930856711473856,4.5,13.0,2,3
112759807424789276784,2.0,13.0,1,3
111956640214088954992,4.0,10.5,2,2
108391666183724248296,2.5,12.0,2,2
110535432154645924323,5.0,13.0,1,2
105676607796846346981,4.0,11.0,1,2
112925799072006005493,4.0,13.0,1,3
106908359849768157937,4.0,12.5,2,2
101395926589577871551,4.0,7.5,2,2
101843101390133839193,3.5,7.0,2,2
102104502268682267546,2.5,6.0,2,2
103680975375168368188,3.5,7.5,2,1
104371668140096542726,4.0,11.0,1,1
104458779518759811166,3.0,3.0,1,2
105336793785231737602,4.0,12.0,1,1
105414994647879003842,3.0,4.0,1,1
106069366795927192492,3.0,4.0,1,2
106098076523362926152,4.0,11.0,1,1
106495783992261153424,2.0,4.0,1,3
108268231525808952617,3.0,4.0,1,2
110407520858553199959,3.0,4.0,1,2
111936805756969795525,4.5,1.0,2,1
112458756946472267587,4.2,12.4,5,1
112733594639110258411,3.0,4.0,1,2
113307458149219388025,4.5,12.0,2,2
113960579315962016564,2.0,4.0,1,2
114519911580849460492,3.3333333333333335,9.0,3,2
109590293620243105989,5.0,12.0,2,3
102366461584227641684,2.5,10.5,2,2
102570868210836762010,4.5,11.5,2,3
106523535596488162082,3.5,12.5,2,2
102419321032014999064,5.0,14.0,1,1
114134902290707289134,5.0,14.0,1,3
117512894989019327226,4.0,12.0,1,2
104669792867769334860,5.0,13.5,2,3
109610927870829650017,5.0,12.0,1,2
115308453393783645944,2.5,12.5,2,2
114695546269324525743,3.0,13.0,1,1
110282550722063789929,2.0,13.0,1,2
100839609216582987368,4.666666666666667,12.0,3,2
111970529887720215650,5.0,14.0,1,2
103190261936065118492,2.0,12.0,3,2
103311392161612460759,4.25,11.25,4,2
110987922890831629034,5.0,11.333333333333334,3,1
111927991459225888788,4.0,11.0,2,3
113807074246848505643,5.0,11.0,1,2
116502590742444934149,3.5,12.5,2,2
116256694515525325430,4.0,13.0,2,3
118064006225877696026,4.0,13.0,1,1
104114330024065836434,5.0,10.0,1,2
106804070604882339621,5.0,12.0,1,1
118192013203169454850,4.0,13.0,1,2
112736695625416396209,4.0,11.666666666666666,3,2
114968564921022568386,5.0,13.0,1,2
114704515948143829118,5.0,10.0,1,1
102077937097724225149,5.0,12.0,1,2
105654916694581054503,4.0,12.0,1,3
114577514485265250266,4.0,12.25,4,2
106010291833492344925,5.0,13.0,1,2
113514920694904705057,4.0,10.0,1,3
101261865994756170787,4.0,13.0,1,2
104940410359181959548,5.0,13.0,1,2
116795652838705199102,3.5,12.5,2,1
117746296043455961534,5.0,12.0,1,2
111575970100010072637,5.0,12.0,1,2
105470913571884600827,2.0,12.0,1,3
105061438230555531609,3.5,13.0,2,2
101647250261281685259,4.0,13.0,1,2
108474291783801135427,4.0,13.0,1,3
108522000184568112808,5.0,13.0,1,3
118134640030285836207,3.0,13.0,1,2
116780291591305334653,3.8,12.4,5,2
112131192777483873661,4.0,12.5,4,2
116590602660175431848,4.5,11.0,2,2
106960072079446133158,3.0,13.0,1,3
112015087913256177448,1.0,13.0,1,3
108509547918823720785,4.333333333333333,11.666666666666666,3,3
113548856961247833559,5.0,14.0,1,2
105907148704619692948,3.6666666666666665,11.0,3,1
106506713502492093879,3.5,11.0,2,2
108492755669609227240,3.0,12.0,1,2
116953437155661640952,2.0,13.0,1,2
117693816373592565371,4.0,13.0,1,3
106366228697629496073,5.0,11.5,2,1
114967032693796254446,5.0,11.0,1,2
112697374160970545589,5.0,13.0,1,2
110946676525055844289,5.0,13.0,1,3
106500107494695478159,5.0,14.0,1,2
113740045445986194088,5.0,13.0,2,2
111769433331484811137,5.0,12.0,1,2
104856826836025761377,1.0,14.0,1,3
102269062088501592776,3.0,12.0,1,3
100816254133968356657,5.0,11.5,2,2
101667744935589967569,5.0,12.0,2,2
110557475507871359519,4.166666666666667,12.0,6,2
106282563803476537591,5.0,10.0,1,2
107168066929509780650,4.333333333333333,11.333333333333334,3,2
107130112936447705065,3.0,13.0,1,3
102570722799519833380,2.5,12.5,2,3
115248042980593023992,5.0,13.0,1,2
116841457413464236673,3.0,14.0,1,2
104814142782800282571,5.0,12.0,1,2
114289888300152117224,4.0,13.0,1,3
104002881141139761049,4.0,11.5,2,2
109455128082800467287,4.0,14.0,1,2
112874548604417582007,3.0,13.0,1,1
117833328905427677228,3.0,13.0,1,2
113117561968175326316,1.0,14.0,1,2
106297762512612376055,3.0,13.0,1,2
116310860748628894100,2.5,13.5,2,2
114647456529231368531,4.5,11.0,2,3
115879828141936017603,2.5,11.0,2,3
117501302189145710096,2.0,13.0,1,3
103393429505441081589,1.0,13.0,1,2
108766624470446311755,3.0,13.0,2,3
108529803803174643148,5.0,13.0,1,3
110611134451294279344,5.0,14.0,1,2
117489704234096179344,4.0,13.0,1,2
102632649322977675612,5.0,12.0,1,3
111601084634917728493,1.0,13.0,1,3
115008917055421039721,5.0,13.0,1,3
113870766867009098214,3.0,10.0,1,2
115794744478213636359,1.0,9.0,1,2
109521280524191649225,4.0,13.0,1,3
115530736664213073000,2.0,12.0,1,2
109532543576658656358,5.0,12.0,1,2
114981746562200221052,4.0,13.0,1,2
113433914088005676599,5.0,12.0,1,2
111690588186274412110,5.0,11.0,1,3
109533815019774129038,4.0,13.0,1,2
111866555965043389375,4.5,12.0,2,2
113130495485417103331,4.0,11.5,2,2
116930367757323478835,2.5,12.0,2,2
107657794027657898970,4.0,13.0,2,2
103439718197423736600,3.0,13.0,1,3
107642464861293308751,4.0,13.0,1,2
100635961298640143720,2.0,13.0,1,3
115481257455911428045,5.0,13.0,1,2
101181613898214780626,5.0,11.0,1,2
101925795559887831669,4.5,10.5,2,2
107543055866542542031,3.0,11.0,1,1
115353682732227611925,4.333333333333333,10.666666666666666,3,2
110635407636389548788,4.0,12.0,1,2
114511506888052239971,4.0,12.0,1,2
100415287009723101514,3.0,13.0,1,3
114606445172975394830,1.0,14.0,1,2
101201553110357779084,3.0,12.0,1,3
106727627339502312575,2.5,12.5,2,3
105837698941973502184,4.0,13.0,1,3
102099220020930982846,5.0,11.5,2,2
102145366333320182291,5.0,13.0,1,3
101339161591593773261,5.0,14.0,1,1
106924076464969721661,3.0,13.0,1,3
107346978584058175699,4.0,13.0,1,1
111944795131446955175,5.0,13.0,1,2
104209244949785944068,5.0,13.0,1,3
101277906025725487483,1.0,13.0,1,2
117071432684949408854,5.0,13.5,2,2
101588376292167508859,5.0,14.0,1,2
100126114759485761114,3.0,11.0,1,3
118218862650209091432,3.0,13.0,1,3
104774734567787910940,3.6666666666666665,12.0,3,2
107740704895313632419,5.0,12.5,2,1
107787525464702398043,4.333333333333333,11.333333333333334,3,1
109941379349674724851,4.0,12.166666666666666,6,3
113794476300926259883,5.0,13.0,1,1
116990363113868125641,4.0,13.0,1,3
115501265750235689770,4.5,13.0,2,3
101585523890623490207,5.0,11.0,1,3
102727354933265497792,5.0,11.0,1,1
103517021671863174765,5.0,11.0,1,3
107689393443136568454,4.0,12.0,1,3
107879935652795395834,3.0,11.0,1,3
112887575391189355494,1.0,12.0,1,2
113708139575480620193,5.0,13.0,1,3
113916267141739481424,4.5,13.0,2,3
102592700417340014782,4.0,11.0,1,2
105065016061713570962,3.3333333333333335,11.333333333333334,3,3
111178115808488876016,5.0,11.0,2,2
111557252876831311980,3.5,12.25,4,2
110573197402024194893,4.0,13.0,1,3
116064457973020516565,2.0,12.0,1,2
112449441426195974918,4.0,13.0,1,2
116288783083829077525,4.5,10.0,2,3
117809601369267521845,5.0,13.0,1,2
111678259020044250648,4.5,13.0,2,3
107072336525519151086,5.0,12.5,2,3
109822100577144538626,3.0,12.5,2,2
106258449219999734455,4.0,13.0,1,2
100040037984579993469,5.0,14.0,2,2
107312455269769739786,3.0,13.0,1,2
110052844558516199441,4.5,13.0,2,2
109576813535878643286,2.5,12.5,2,2
104813628119918949828,5.0,13.0,1,2
111880938103121522038,4.0,12.5,2,2
100179404711779988919,5.0,14.0,1,3
105960800259063764490,4.75,11.833333333333334,12,3
114073608898430899531,4.0,13.0,1,3
104671552109036075328,5.0,13.0,1,2
100407028198535738246,5.0,12.0,1,3
113666960540017501478,4.333333333333333,12.0,3,2
104592352262897193206,3.0,13.0,1,3
108568827259552669033,5.0,13.0,1,2
113791404844286072916,5.0,13.0,1,2
101392310257646261364,5.0,11.0,1,2
105525468805642818483,4.0,11.0,1,2
101503059751867815893,5.0,12.0,1,3
108727233215427493490,2.0,12.0,1,3
105749350497739566803,2.0,13.0,1,3
108829837707457157266,5.0,13.0,1,2
109806340538636716099,4.0,12.0,1,2
105438106597985676012,4.0,13.0,1,2
102075270486399285780,5.0,13.0,1,1
110636893192386138653,2.0,11.0,1,2
111736061963457087478,3.0,11.0,1,3
111675078007000678254,5.0,13.0,1,2
101805497808935731763,4.0,12.666666666666666,3,3
104675839649807790529,5.0,13.0,1,3
100222461002768624559,5.0,10.0,1,3
103008161002044134498,4.5,11.5,2,2
104288077033725316535,4.0,13.0,1,2
104995720647558947137,4.0,10.0,1,2
105811797536021974703,2.0,10.0,1,2
108655619056475610992,4.0,13.0,1,2
114730685414293327919,4.0,10.0,1,2
116481316363823556544,3.0,10.0,1,2
116505765838501430044,4.0,10.0,1,3
107135827039863173095,5.0,13.0,1,2
111295173257327136092,3.0,12.666666666666666,3,2
101468759747761060310,4.0,13.0,1,3
104880146579202447277,4.0,12.0,1,2
107008992633563649149,4.5,12.5,2,3
111571383054242484211,2.0,12.0,1,3
106071396601323721947,4.5,9.0,2,2
116441720778847568901,2.6666666666666665,13.0,3,2
104868313828112947478,4.0,13.0,2,3
115190686117127258235,5.0,11.0,1,3
113470409074163245269,5.0,12.0,1,2
102235122339163982026,5.0,13.0,2,2
102330738885535072048,5.0,13.0,1,3
116354935809603308793,4.5,12.0,2,2
108301341405455457572,5.0,13.0,1,2
111873453154423010835,5.0,13.0,1,3
103136771192961168458,5.0,11.0,1,3
112994521936706254453,4.0,12.0,2,3
105092183586617768719,3.0,12.0,1,2
114712679807180529061,5.0,12.0,1,2
101589335730751005857,3.0,12.0,2,2
104628300862717522374,5.0,12.0,1,2
110876640441184688396,5.0,13.0,1,2
101861121699670337669,2.0,13.0,1,3
109614001305509957323,4.0,13.0,1,2
105146569643642377751,2.0,13.0,1,3
104020218379126411644,4.0,13.0,1,2
101784506583249868071,5.0,13.0,1,3
109431517438787171847,2.5,11.5,2,3
103871520201757898247,4.0,13.0,1,2
100994241038766470330,3.0,12.0,1,2
102782182692477770409,4.142857142857143,12.0,7,2
105710496135104094852,4.0,10.0,1,2
107039486794171293095,4.0,10.0,1,2
112341884652419576452,4.0,10.0,1,2
102491617951804446448,4.0,13.0,1,2
110981440529688728764,4.0,12.5,2,3
103362133093800646098,4.0,13.0,1,2
112455663066277529390,3.0,14.0,1,2
113534484361284933732,5.0,14.0,1,2
114344570482825962131,4.0,13.0,1,3
107329543048081146778,4.0,13.0,1,3
108319191552899412556,3.0,11.5,2,2
105981326376027940290,4.666666666666667,13.0,3,3
103038374725001955547,3.0,12.0,1,3
109040411438079379324,3.888888888888889,12.444444444444445,9,2
109281013762108416309,4.333333333333333,12.666666666666666,3,3
108803682449511818638,5.0,13.0,1,2
100997789371936184632,3.3333333333333335,11.333333333333334,3,2
107352935676785505958,2.0,13.0,1,2
106250296154728472108,2.0,13.0,1,3
116499448136733791475,3.0,13.0,1,3
115784074929563907914,3.0,12.0,1,2
104230531413112634616,3.0,12.0,1,2
116091700747100715294,2.0,10.0,1,2
110527543909298892813,3.0,13.0,1,1
100660218483435996670,4.5,13.5,2,2
104683540708863970796,4.0,13.0,1,2
105116355625742209725,3.6666666666666665,13.666666666666666,3,2
108178114760540385184,5.0,13.0,1,2
108369213925206874814,5.0,13.0,1,2
113313510833854374608,4.0,13.0,1,2
105190400916807787279,3.0,12.0,1,3
100466555449584585554,4.0,10.0,1,2
110529781481800403046,3.0,11.0,1,2
102196898007445931732,3.0,13.5,2,1
105751402616935068308,2.0,13.0,1,2
100749131985655250329,4.0,13.0,1,2
103854517698017577351,4.0,13.0,1,1
111559667757175875348,4.0,11.0,1,1
109966153430480703519,4.0,12.0,1,3
103390190585754160971,5.0,13.0,1,2
113094074830059138796,2.0,13.0,1,3
105817714787221382083,4.5,12.5,2,2
107903808517381213332,2.0,13.0,1,3
114978501680807672111,3.0,13.0,1,3
114465827113490890553,1.0,13.0,1,2
104134059285742108708,4.0,13.0,1,3
