gPlusPlaceId,rate,reviewTime,visitTime,Lat,Long,d1start,d1end,d2start,d2end,d3start,d3end,d4start,d4end,d5start,d5end,d6start,d6end,d7start,d7end,price
103875725006430624671,1.0,13.0,1.0,30.790392,-81.66159,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
106224653671985054320,2.5,14.0,2.0,34.106529,-118.134472,7.0,23.0,7.0,23.0,7.0,23.0,7.0,23.0,7.0,24.0,7.0,24.0,7.0,23.0,3.0
109642078376650835818,5.0,12.0,1.0,42.269383,-88.972926,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
104509758410919121587,4.0,12.0,1.0,26.205694,-98.181691,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
116398016104708341809,5.0,11.5,2.0,28.540054,-81.208143,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,2.0
106790701703480713110,1.0,13.0,1.0,33.416812,-111.769817,7.0,21.0,7.0,21.0,7.0,21.0,7.0,21.0,7.0,21.0,7.0,21.0,7.0,21.0,3.0
106182076425871728964,5.0,13.0,1.0,44.802249,20.385507,8.0,24.0,8.0,24.0,8.0,24.0,8.0,24.0,8.0,24.0,8.0,24.0,8.0,24.0,3.0
109230265311155130667,4.0,13.0,1.0,32.444428,-90.122727,10.5,14.0,10.5,14.0,10.5,14.0,10.5,14.0,10.5,20.0,10.5,20.0,0.0,0.0,2.0
103786322178001427843,4.0,8.0,1.0,35.200877,-80.843892,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,25.0,11.0,23.0,2.0
116823118890832967955,5.0,11.0,1.0,42.159492,-72.633662,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,5.0,23.0,3.0
100491746429191670261,4.5,12.25,4.0,45.55144,-122.675731,12.0,26.0,12.0,26.0,12.0,26.0,12.0,26.0,12.0,26.0,12.0,26.0,12.0,26.0,3.0
113222470445089038543,4.5,13.5,2.0,45.528921,-122.698463,14.0,22.0,14.0,22.0,14.0,22.0,14.0,22.0,14.0,22.0,14.0,22.0,14.0,22.0,2.0
100639596458510898409,4.0,11.0,1.0,42.249412,-71.000842,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,2.0
102659523114289603912,2.0,8.0,1.0,42.361028,-71.067181,7.0,23.0,7.0,23.0,7.0,23.0,7.0,23.0,7.0,23.0,7.0,23.0,7.0,23.0,3.0
103469257671817476728,4.0,12.0,1.0,42.372561,-71.236797,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,11.5,24.0,11.5,24.0,11.5,23.0,2.0
104514403664992919459,4.0,4.0,1.0,42.240012,-70.990688,9.5,22.0,9.5,22.0,9.5,22.0,9.5,22.0,9.5,22.0,9.5,22.0,9.5,22.0,2.0
106026407859914667064,4.0,4.0,1.0,42.01235,-71.229706,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,11.0,23.0,11.0,22.0,2.0
110890957979416262259,3.0,4.0,1.0,42.342728,-71.120273,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,3.0
111261868254210878548,4.0,10.0,1.0,42.363335,-71.097128,17.5,25.0,17.5,25.0,17.5,25.0,17.5,25.0,17.5,25.0,17.5,25.0,17.5,24.0,3.0
112185745647898499009,4.0,4.0,1.0,42.343402,-71.12309,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,11.0,21.5,2.0
112294389863153061836,4.0,9.5,2.0,42.345862,-71.082046,11.0,23.5,11.0,23.5,11.0,23.5,11.0,23.5,11.0,24.5,11.0,24.5,10.0,23.0,2.0
112729062439736623260,4.0,4.0,1.0,42.341932,-71.079841,11.5,22.0,11.5,22.0,11.5,22.0,11.5,22.0,11.5,23.0,11.5,23.0,11.5,22.0,2.0
115682998120914836626,3.0,4.0,1.0,42.343325,-71.122864,11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,11.5,26.0,9.5,26.0,9.5,26.0,2.0
118122128168296499700,4.5,11.0,2.0,42.34131,-71.125453,9.0,23.5,9.0,23.5,9.0,23.5,9.0,23.5,9.0,23.5,9.0,23.5,9.0,23.5,3.0
114781865961627441828,5.0,12.0,1.0,41.550417,-83.599923,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,11.0,21.0,3.0
116422501882637847286,3.0,13.0,1.0,41.893274,-87.635369,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,22.0,28.0,22.0,29.0,0.0,0.0,1.0
115098675851502615169,4.0,11.0,1.0,44.496073,-89.516757,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,10.5,21.0,3.0
112628173623734872017,4.142857142857143,11.571428571428571,7.0,38.904418,-77.062685,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,11.5,23.0,2.0
111600751019003224084,3.6666666666666665,12.666666666666666,3.0,42.359215,-71.049149,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,17.0,9.0,18.0,9.0,18.0,2.0
105907375313965130083,4.5,12.0,2.0,40.760574,-73.991302,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,12.0,23.0,11.0,25.0,11.0,24.0,2.0
114407663862333461774,5.0,12.0,1.0,25.733202,-80.305344,11.5,22.0,11.5,22.0,11.5,22.0,11.5,22.0,11.5,23.0,12.0,23.0,12.0,22.0,2.0
106178092559994437147,1.0,14.0,1.0,25.882917,-80.338592,11.5,22.0,11.5,22.0,11.5,22.0,11.5,22.0,11.5,23.0,12.0,23.0,12.5,22.0,3.0
111207572994439704859,5.0,14.0,1.0,39.320069,-84.496631,10.5,22.0,10.5,22.0,10.5,22.0,10.5,22.0,10.5,23.0,10.5,23.0,11.5,22.0,2.0
104736126626300888192,5.0,13.0,1.0,48.751175,-122.481524,0.0,0.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,10.0,22.0,0.0,0.0,2.0
104939936717863778559,2.0,13.0,1.0,40.661091,-74.267292,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,3.0
113731582730578350193,4.0,13.0,1.0,39.724134,-104.821328,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,11.0,20.0,2.0
102663523613618521462,4.0,12.0,1.0,40.640431,-73.965768,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,10.0,22.0,10.0,22.0,2.0
114143139503234068951,4.0,12.0,1.0,53.385187,-2.90726,7.0,18.0,7.0,18.0,7.0,18.0,7.0,18.0,7.0,18.0,7.0,18.0,8.5,17.5,2.0
114351719060638569466,5.0,10.5,2.0,33.068071,-96.69914,11.0,21.0,11.0,21.0,11.0,21.0,11.0,21.0,11.0,22.0,11.0,22.0,0.0,0.0,2.0
110903936544983694368,3.0,12.0,1.0,40.233903,-111.659688,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,23.0,12.0,22.0,0.0,0.0,2.0
105103904536996438304,3.0,12.5,2.0,39.916625,-75.386662,10.0,25.0,10.0,25.0,10.0,25.0,10.0,25.0,10.0,25.0,10.0,25.0,11.0,24.0,2.0
108763084234177092632,4.0,13.0,2.0,40.102874,-74.038014,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,12.0,21.0,2.0
113084805352632717357,5.0,13.0,1.0,41.06811,-85.138035,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,27.0,12.0,27.0,0.0,0.0,3.0
100440450148684036722,4.0,10.0,1.0,37.78921,-122.420527,11.0,16.0,11.0,16.0,11.0,16.0,11.0,16.0,11.0,16.0,11.0,16.0,11.0,16.0,2.0
100664707178553592562,4.0,10.0,1.0,37.763085,-122.421568,10.0,21.0,10.0,21.0,10.0,21.0,10.0,21.0,10.0,23.0,10.0,23.0,10.0,21.0,2.0
102257640971308716925,5.0,11.0,1.0,37.752945,-122.407662,0.0,0.0,7.0,17.0,7.0,17.0,7.0,17.0,7.0,17.0,7.0,17.0,9.0,16.0,3.0
104388986163727783882,3.0,10.0,1.0,37.75684,-122.420684,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,11.0,22.0,3.0
104448906467288460932,3.0,10.0,1.0,37.805884,-122.41532,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,2.0
104814002235630299046,4.0,10.0,1.0,37.787829,-122.420298,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,11.0,23.0,3.0
106579463539993327186,5.0,11.0,2.0,37.763297,-122.480691,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,9.0,21.0,10.0,20.0,3.0
110653348625384293959,4.2,11.2,5.0,37.764865,-122.421124,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,10.0,24.0,3.0
111748123963117609287,4.0,10.0,1.0,37.786188,-122.418236,12.0,24.0,12.0,24.0,12.0,24.0,12.0,24.0,12.0,24.0,12.0,24.0,12.0,24.0,2.0
